 
310103199210112001,87962,1,0 
310103199210112002,91269,1,0 
310103199210112003,91320,1,0 
310103199210112004,23519,1,0 
310103199210112005,71041,1,0 
310103199210112006,76202,1,0 
310103199210112007,57904,1,0 
310103199210112008,60274,1,0 
310103199210112009,68455,1,0 
310103199210112010,69188,1,0 
310103199210112011,78627,1,0 
310103199210112012,30805,1,0 
310103199210112013,66032,1,0 
310103199210112014,16785,1,0 
310103199210112015,28216,1,0 
310103199210112016,729,1,0 
310103199210112017,20179,1,0 
310103199210112018,50780,1,0 
310103199210112019,32995,1,0 
310103199210112020,80016,1,0 
310103199210112021,64104,1,0 
310103199210112022,16952,1,0 
310103199210112023,42305,1,0 
310103199210112024,68164,1,0 
310103199210112025,41775,1,0 
310103199210112026,52049,1,0 
310103199210112027,66290,1,0 
310103199210112028,27202,1,0 
310103199210112029,27900,1,0 
310103199210112030,86300,1,0 
310103199210112031,90844,1,0 
310103199210112032,48865,1,0 
310103199210112033,8453,1,0 
310103199210112034,65990,1,0 
310103199210112035,91333,1,0 
310103199210112036,22415,1,0 
310103199210112037,54464,1,0 
310103199210112038,4748,1,0 
310103199210112039,6195,1,0 
310103199210112040,25054,1,0 
310103199210112041,82520,1,0 
310103199210112042,74673,1,0 
310103199210112043,61617,1,0 
310103199210112044,65471,1,0 
310103199210112045,26773,1,0 
310103199210112046,31466,1,0 
310103199210112047,82774,1,0 
310103199210112048,46413,1,0 
310103199210112049,195,1,0 
310103199210112050,10334,1,0 
310103199210112051,45662,1,0 
310103199210112052,16829,1,0 
310103199210112053,93838,1,0 
310103199210112054,86356,1,0 
310103199210112055,56920,1,0 
310103199210112056,18571,1,0 
310103199210112057,48013,1,0 
310103199210112058,41402,1,0 
310103199210112059,52986,1,0 
310103199210112060,15917,1,0 
310103199210112061,47131,1,0 
310103199210112062,68077,1,0 
310103199210112063,52252,1,0 
310103199210112064,32977,1,0 
310103199210112065,77425,1,0 
310103199210112066,85098,1,0 
310103199210112067,90021,1,0 
310103199210112068,97645,1,0 
310103199210112069,2494,1,0 
310103199210112070,6267,1,0 
310103199210112071,42104,1,0 
310103199210112072,49596,1,0 
310103199210112073,83543,1,0 
310103199210112074,86972,1,0 
310103199210112075,55724,1,0 
310103199210112076,43554,1,0 
310103199210112077,25092,1,0 
310103199210112078,37390,1,0 
310103199210112079,2035,1,0 
310103199210112080,57903,1,0 
310103199210112081,78649,1,0 
310103199210112082,49095,1,0 
310103199210112083,54116,1,0 
310103199210112084,13475,1,0 
310103199210112085,65860,1,0 
310103199210112086,45762,1,0 
310103199210112087,41262,1,0 
310103199210112088,25349,1,0 
310103199210112089,86001,1,0 
310103199210112090,61294,1,0 
310103199210112091,66871,1,0 
310103199210112092,22894,1,0 
310103199210112093,72798,1,0 
310103199210112094,24043,1,0 
310103199210112095,60455,1,0 
310103199210112096,11982,1,0 
310103199210112097,35225,1,0 
310103199210112098,44467,1,0 
310103199210112099,46573,1,0 
310103199210112100,14121,1,0 
310103199210112101,9787,1,0 
310103199210112102,8882,1,0 
310103199210112103,36014,1,0 
310103199210112104,92490,1,0 
310103199210112105,73975,1,0 
310103199210112106,34287,1,0 
310103199210112107,57936,1,0 
310103199210112108,85332,1,0 
310103199210112109,89740,1,0 
310103199210112110,68179,1,0 
310103199210112111,60084,1,0 
310103199210112112,13394,1,0 
310103199210112113,9641,1,0 
310103199210112114,29769,1,0 
310103199210112115,49151,1,0 
310103199210112116,87837,1,0 
310103199210112117,62040,1,0 
310103199210112118,5587,1,0 
310103199210112119,34647,1,0 
310103199210112120,64776,1,0 
310103199210112121,40874,1,0 
310103199210112122,79128,1,0 
310103199210112123,74910,1,0 
310103199210112124,40086,1,0 
310103199210112125,22359,1,0 
310103199210112126,43510,1,0 
310103199210112127,81568,1,0 
310103199210112128,87978,1,0 
310103199210112129,27483,1,0 
310103199210112130,46398,1,0 
310103199210112131,51246,1,0 
310103199210112132,3653,1,0 
310103199210112133,81496,1,0 
310103199210112134,68732,1,0 
310103199210112135,67458,1,0 
310103199210112136,78679,1,0 
310103199210112137,16099,1,0 
310103199210112138,63450,1,0 
310103199210112139,19314,1,0 
310103199210112140,52696,1,0 
310103199210112141,9319,1,0 
310103199210112142,67148,1,0 
310103199210112143,4278,1,0 
310103199210112144,60401,1,0 
310103199210112145,78925,1,0 
310103199210112146,79582,1,0 
310103199210112147,31700,1,0 
310103199210112148,82064,1,0 
310103199210112149,63961,1,0 
310103199210112150,43588,1,0 
310103199210112151,78543,1,0 
310103199210112152,94533,1,0 
310103199210112153,1902,1,0 
310103199210112154,74740,1,0 
310103199210112155,9134,1,0 
310103199210112156,61706,1,0 
310103199210112157,28813,1,0 
310103199210112158,27010,1,0 
310103199210112159,25123,1,0 
310103199210112160,28360,1,0 
310103199210112161,44321,1,0 
310103199210112162,20666,1,0 
310103199210112163,16931,1,0 
310103199210112164,91227,1,0 
310103199210112165,38128,1,0 
310103199210112166,67348,1,0 
310103199210112167,62510,1,0 
310103199210112168,72626,1,0 
310103199210112169,71090,1,0 
310103199210112170,15932,1,0 
310103199210112171,48467,1,0 
310103199210112172,64969,1,0 
310103199210112173,20032,1,0 
310103199210112174,99066,1,0 
310103199210112175,19260,1,0 
310103199210112176,96562,1,0 
310103199210112177,82546,1,0 
310103199210112178,41994,1,0 
310103199210112179,59576,1,0 
310103199210112180,39354,1,0 
310103199210112181,95153,1,0 
310103199210112182,55539,1,0 
310103199210112183,42398,1,0 
310103199210112184,9706,1,0 
310103199210112185,33096,1,0 
310103199210112186,9036,1,0 
310103199210112187,62401,1,0 
310103199210112188,67758,1,0 
310103199210112189,83565,1,0 
310103199210112190,51818,1,0 
310103199210112191,25847,1,0 
310103199210112192,61980,1,0 
310103199210112193,12396,1,0 
310103199210112194,43695,1,0 
310103199210112195,88479,1,0 
310103199210112196,13020,1,0 
310103199210112197,66683,1,0 
310103199210112198,70463,1,0 
310103199210112199,71797,1,0 
310103199210112200,48848,1,0 
310103199210112201,13685,1,0 
310103199210112202,8063,1,0 
310103199210112203,24828,1,0 
310103199210112204,2327,1,0 
310103199210112205,11066,1,0 
310103199210112206,39674,1,0 
310103199210112207,95387,1,0 
310103199210112208,2612,1,0 
310103199210112209,80678,1,0 
310103199210112210,13075,1,0 
310103199210112211,72904,1,0 
310103199210112212,79525,1,0 
310103199210112213,6381,1,0 
310103199210112214,46271,1,0 
310103199210112215,4894,1,0 
310103199210112216,69765,1,0 
310103199210112217,5942,1,0 
310103199210112218,34792,1,0 
310103199210112219,88072,1,0 
310103199210112220,58523,1,0 
310103199210112221,80986,1,0 
310103199210112222,99315,1,0 
310103199210112223,44644,1,0 
310103199210112224,90883,1,0 
310103199210112225,28189,1,0 
310103199210112226,26499,1,0 
310103199210112227,27495,1,0 
310103199210112228,50454,1,0 
310103199210112229,3845,1,0 
310103199210112230,88107,1,0 
310103199210112231,18762,1,0 
310103199210112232,58463,1,0 
310103199210112233,41602,1,0 
310103199210112234,70716,1,0 
310103199210112235,51145,1,0 
310103199210112236,51805,1,0 
310103199210112237,92571,1,0 
310103199210112238,62310,1,0 
310103199210112239,49174,1,0 
310103199210112240,18443,1,0 
310103199210112241,79244,1,0 
310103199210112242,17801,1,0 
310103199210112243,45667,1,0 
310103199210112244,82264,1,0 
310103199210112245,7775,1,0 
310103199210112246,21255,1,0 
310103199210112247,73948,1,0 
310103199210112248,95392,1,0 
310103199210112249,8287,1,0 
310103199210112250,96894,1,0 
310103199210112251,38330,1,0 
310103199210112252,61814,1,0 
310103199210112253,58201,1,0 
310103199210112254,17205,1,0 
310103199210112255,54232,1,0 
310103199210112256,80415,1,0 
310103199210112257,490,1,0 
310103199210112258,5885,1,0 
310103199210112259,58531,1,0 
310103199210112260,32862,1,0 
310103199210112261,55206,1,0 
310103199210112262,21766,1,0 
310103199210112263,62938,1,0 
310103199210112264,39196,1,0 
310103199210112265,22053,1,0 
310103199210112266,88087,1,0 
310103199210112267,5526,1,0 
310103199210112268,30648,1,0 
310103199210112269,94181,1,0 
310103199210112270,30575,1,0 
310103199210112271,68613,1,0 
310103199210112272,27717,1,0 
310103199210112273,25285,1,0 
310103199210112274,86393,1,0 
310103199210112275,15938,1,0 
310103199210112276,64039,1,0 
310103199210112277,74770,1,0 
310103199210112278,82684,1,0 
310103199210112279,16043,1,0 
310103199210112280,77246,1,0 
310103199210112281,51231,1,0 
310103199210112282,59378,1,0 
310103199210112283,3953,1,0 
310103199210112284,24594,1,0 
310103199210112285,21206,1,0 
310103199210112286,33314,1,0 
310103199210112287,79841,1,0 
310103199210112288,29025,1,0 
310103199210112289,82888,1,0 
310103199210112290,40276,1,0 
310103199210112291,47111,1,0 
310103199210112292,99825,1,0 
310103199210112293,15805,1,0 
310103199210112294,82072,1,0 
310103199210112295,89825,1,0 
310103199210112296,62396,1,0 
310103199210112297,76654,1,0 
310103199210112298,75425,1,0 
310103199210112299,63430,1,0 
310103199210112300,57377,1,0 
310103199210112301,97843,1,0 
310103199210112302,44455,1,0 
310103199210112303,51525,1,0 
310103199210112304,93324,1,0 
310103199210112305,65963,1,0 
310103199210112306,50068,1,0 
310103199210112307,83214,1,0 
310103199210112308,72929,1,0 
310103199210112309,892,1,0 
310103199210112310,41468,1,0 
310103199210112311,19167,1,0 
310103199210112312,5818,1,0 
310103199210112313,26568,1,0 
310103199210112314,75788,1,0 
310103199210112315,59337,1,0 
310103199210112316,72231,1,0 
310103199210112317,66221,1,0 
310103199210112318,19632,1,0 
310103199210112319,34811,1,0 
310103199210112320,6204,1,0 
310103199210112321,76942,1,0 
310103199210112322,72942,1,0 
310103199210112323,28911,1,0 
310103199210112324,67988,1,0 
310103199210112325,98421,1,0 
310103199210112326,88447,1,0 
310103199210112327,69673,1,0 
310103199210112328,46663,1,0 
310103199210112329,59773,1,0 
310103199210112330,76367,1,0 
310103199210112331,88495,1,0 
